# generated from hanzi_chaizi simplified data; see THIRD_PARTY_NOTICES.md
guangda	庆	qing	广+大	2119
xinkang	慷	kang	心+康	36
qixin	慼	qi	戚+心	1
xinqi	慽	qi	心+戚	2
guqian	欲	yu	谷+欠	4883
xinlu	憀	liao	心+翏	3
xincong	憁	song	心+悤	1
xinyou	忧	you	心+尤	880
chongxin	憃	chong	舂+心	0
tianxin	憇	qi	甜+心	3
xinpeng	憉	peng	心+彭	0
beixin	惫	bei	备+心	87
bixin	憋	bie	敝+心	1261
xinzeng	憎	zeng	心+曽	139
xinceng	憎	zeng	心+曾	139
xinling	怜	lian	心+令	498
renji	凭	ping	任+几	2937
xingui	愦	kui	心+贵	10
xinhui	憓	hui	心+惠	1
xinjiao	憔	qiao	心+焦	13
xinxi	憘	xi	心+喜	2
xixin	憙	xi	喜+心	4
xindan	惮	dan	心+单	31
xinqin	憛	tan	心+覃	1
dunxin	憝	dui	敦+心	5
xinsu	憟	su	心+粟	2
xince	憡	ce	心+策	15
xinben	愤	fen	心+贲	244
xinshicaobei	愤	fen	心+十+艹+贝	244
xintong	憧	chong	心+童	18
ganxin	憨	han	敢+心	255
shezixin	憩	qi	舌+自+心	35
xinmin	悯	min	心+闵	50
xinjing	憬	jing	心+景	29
xinliao	憭	liao	心+尞	21
xinwu	怃	wu	心+无	19
xinqian	憯	can	心+朁	8
xinyu	憰	jue	心+矞	4
xinjiu	憱	cu	心+就	4
baoxian	宪	xian	宀+先	525
bixin	憵	pi	辟+心	1
xinyi	忆	yi	心+乙	765
xinchu	憷	chu	心+楚	7
xinzhan	憺	dan	心+詹	4
jingxin	憼	jing	敬+心	1
xingan	憾	han	心+感	137
xinjiao	憿	jiao	心+敫	2
xindong	懂	dong	心+董	8960
qinxin	懃	qin	勤+心	3
xinju	懅	ju	心+豦	2
xinzao	懆	sao	心+喿	3
genxin	恳	ken	艮+心	73
xinjie	懈	xie	心+解	94
xinao	懊	ao	心+奥	18
maoxin	懋	mao	楙+心	92
xinyouere	怿	yi	心+又+二+丨	23
xinbing	懔	lin	心+禀	12
xinbu	怀	huai	心+不	1932
xinmeng	懞	meng	心+蒙	3
duixin	怼	dui	对+心	16
manxin	懑	men	满+心	8
xinshou	懤	chou	心+壽	1
xinzhi	懥	zhi	心+疐	1
xinxu	懦	nuo	心+需	34
xinyan	恹	yan	心+厌	53
xinyang	懩	yang	心+養	0
xinbao	懪	bo	心+暴	1
xinyou	懮	you	心+憂	5
xinmie	懱	mie	心+蔑	1
zhengxin	惩	cheng	征+心	117
xinqian	懴	chan	心+千	1
xinmeng	懵	meng	心+瞢	184
xinlai	懒	lan	心+赖	3072
xianxin	悬	xuan	县+心	837
xinxiang	懹	rang	心+襄	1
xinqian	忏	chan	心+千	46
xinji	懻	ji	心+冀	1
xinju	惧	ju	心+具	221
xinhuan	懽	huan	心+雚	2
xinnie	慑	she	心+聂	56
yizi	懿	yi	壹+恣	239
yixin	恋	lian	亦+心	1521
xinjue	戄	jue	心+矍	0
lizaopoyexin	戆	gang	立+早+攴+页+心	114
lizaofanyexin	戆	gang	立+早+攵+页+心	114
piege	戊	wu	丿+戈	205
wuyi	戌	xu	戊+一	105
wudian	戍	shu	戊+丶	97
shige	戎	rong	十+戈	222
yishige	戎	rong	一+十+戈	222
shouge	我	wo	手+戈	1192789
caige	我	wo	才+戈	1192789
gekou	戓	ge	戈+口	63
geyi	戋	jian	戈+一	83
pange	戕	qiang	爿+戈	16
kouyige	或	huo	口+一+戈	83282
tongge	戙	dong	同+戈	6
changshangxiaoge	戚	qi	厂+上+小+戈	451
pieshangxiaoge	戚	qi	丿+上+小+戈	451
yizige	戛	jia	一+自+戈	28
shizaoge	戟	ji	十+早+戈	166
yinge	戠	zhi	音+戈	46
shenge	戡	kan	甚+戈	16
kouerge	戢	ji	口+耳+戈	26
guige	戣	kui	癸+戈	19
yingge	戤	gai	盈+戈	2
xingge	戥	deng	星+戈	6
zhange	战	zhan	占+戈	3991
cangge	戗	qiang	仓+戈	17
jinge	戬	jian	晋+戈	15
shigezhui	截	jie	十+戈+隹	1108
tugezhui	截	jie	土+戈+隹	1108
youhuo	戫	yu	有+或	1
yinge	戭	you	寅+戈	3
luge	戮	lu	翏+戈	74
xuge	戯	xi	虚+戈	12
youge	戏	xi	又+戈	4360
zhaige	戳	chuo	翟+戈	679
yuzhuige	戳	chuo	羽+隹+戈	679
shigeyi	戴	dai	十+戈+異	4306
tugeyi	戴	dai	土+戈+異	4306
dianshi	户	hu	丶+尸	3479
yishi	戸	hu	一+尸	14
husi	戺	yi	户+巳	1
huda	戻	ti	户+大	1
hudou	戽	hu	户+斗	11
huda	戾	li	户+大	64
hufang	房	fang	戶+方	7386
hujin	所	suo	戶+斤	44055
huce	扁	bian	戶+冊	1723
huzhan	扂	dian	户+占	3
huyi	扆	yi	户+衣	6
huyu	扇	shan	戶+羽	947
huyi	扈	hu	戶+邑	89
hufei	扉	fei	户+非	75
huyan	扊	yan	户+炎	1
pieerjue	手	shou	丿+二+亅	16196
yijuepie	扌	shou	一+亅+丿	68
yijuepie	才	cai	一+亅+丿	69949
shouli	扐	li	手+力	2
caili	扐	li	才+力	2
shouba	扒	ba	手+八	523
caiba	扒	ba	才+八	523
shouding	打	da	手+丁	107925
caiding	打	da	才+丁	107925
shounai	扔	reng	手+乃	2619
cainai	扔	reng	才+乃	2619
shoufu	拂	fu	手+弗	455
caifu	拂	fu	才+弗	455
shouzhe	托	tuo	手+乇	4107
caizhe	托	tuo	才+乇	4107
shouzhang	扙	zhang	手+丈	2
caizhang	扙	zhang	才+丈	2
shoushao	扚	yue	手+勺	1
caishao	扚	yue	才+勺	1
shougong	扛	kang	手+工	796
caigong	扛	kang	才+工	796
shouyu	扜	yu	手+于	1
caiyu	扜	yu	才+于	1
shougan	扞	han	手+干	7
caigan	扞	han	才+干	7
shoucha	扠	zha	手+叉	2
caicha	扠	zha	才+叉	2
shouye	扡	yi	手+也	2
caiye	扡	yi	才+也	2
shouqi	扢	qi	手+乞	1
caiqi	扢	qi	才+乞	1
shoukou	扣	kou	手+口	4258
caikou	扣	kou	才+口	4258
shouwu	扤	wu	手+兀	1
caiwu	扤	wu	才+兀	1
shouqian	扦	qian	手+千	26
caiqian	扦	qian	才+千	26
shouren	扨	ren	手+刄	1
cairen	扨	ren	才+刄	1
shouchou	扭	niu	手+丑	854
caichou	扭	niu	才+丑	854
shoufen	扮	ban	手+分	770
shouzhi	扯	che	手+止	2261
caizhi	扯	che	才+止	2261
shouji	扱	xi	手+及	4
caiji	扱	xi	才+及	4
shoujin	扲	qin	手+今	1
caijin	扲	qin	才+今	1
shoufan	扳	ban	手+反	260
shoujie	扴	jia	手+介	0
caijie	扴	jia	才+介	0
shoufu	扶	fu	手+夫	1107
caifu	扶	fu	才+夫	1107
shoubi	批	pi	手+比	3519
caibi	批	pi	才+比	3519
shoushi	扺	zhi	手+氏	4
caishi	扺	zhi	才+氏	4
shouqian	扻	zhi	手+欠	0
caiqian	扻	zhi	才+欠	0
shoue	扼	e	手+厄	173
caie	扼	e	才+厄	173
shoutun	扽	den	手+屯	350
caitun	扽	den	才+屯	350
shouge	找	zhao	手+戈	78056
caige	找	zhao	才+戈	78056
zhengsan	承	cheng	氶+三	1397
shouzhi	技	ji	手+支	1129
caizhi	技	ji	才+支	1129
shouyun	抁	yan	手+允	1
caiyun	抁	yan	才+允	1
shouwang	抂	wang	手+王	1
caiwang	抂	wang	才+王	1
shoubian	抃	bian	手+卞	3
caibian	抃	bian	才+卞	3
shoushao	抄	chao	手+少	2467
caishao	抄	chao	才+少	2467
shouwen	抆	wen	手+文	1
caiwen	抆	wen	才+文	1
shouri	抇	hu	手+日	1
cairi	抇	hu	才+日	1
shouyue	抈	yue	手+月	0
caiyue	抈	yue	才+月	0
shouguai	抉	jue	手+夬	19
caiguai	抉	jue	才+夬	19
shouba	把	ba	手+巴	165484
shouyou	抌	shen	手+冘	1
caiyou	抌	shen	才+冘	1
shouyun	抎	yun	手+云	1
caiyun	抎	yun	才+云	1
shouyuan	抏	wan	手+元	1
caiyuan	抏	wan	才+元	1
shouyang	抑	yi	手+卬	382
caiyang	抑	yi	才+卬	382
shouyu	抒	shu	手+予	110
caiyu	抒	shu	才+予	110
shouzhua	抓	zhua	手+爪	8029
caizhua	抓	zhua	才+爪	8029
shoubu	抔	pou	手+不	13
caibu	抔	pou	才+不	13
shoushu	投	tou	手+殳	6854
caishu	投	tou	才+殳	6854
shoudou	抖	dou	手+斗	976
caidou	抖	dou	才+斗	976
shoukang	抗	kang	手+亢	3971
caikang	抗	kang	才+亢	3971
shoujin	折	zhe	手+斤	3927
caijin	折	zhe	才+斤	3927
shouyou	抜	ba	手+友	1
caiyou	抜	ba	才+友	1
shouyouere	择	ze	手+又+二+丨	552
caiyouere	择	ze	才+又+二+丨	552
shoubing	抦	bing	手+丙	5
caibing	抦	bing	才+丙	5
shouping	抨	peng	手+平	9
caiping	抨	peng	才+平	9
shouran	抩	nan	手+冉	0
cairan	抩	nan	才+冉	0
shoubu	抪	pu	手+布	1
caibu	抪	pu	才+布	1
shoupi	披	pi	手+皮	504
caipi	披	pi	才+皮	504
shoutai	抬	tai	手+台	1363
caitai	抬	tai	才+台	1363
shoubaoer	抭	yao	手+宀+儿	2
caibaoer	抭	yao	才+宀+儿	2
shourensan	抮	zhen	手+人+彡	0
cairensan	抮	zhen	才+人+彡	0
shouqie	抯	zha	手+且	1
caiqie	抯	zha	才+且	1
shouyang	抰	yang	手+央	1
caiyang	抰	yang	才+央	1
shoubao	抱	bao	手+包	4769
shouni	抳	ni	手+尼	1
caini	抳	ni	才+尼	1
shoushi	抴	ye	手+世	0
caishi	抴	ye	才+世	0
shoudi	抵	di	手+氐	1028
caidi	抵	di	才+氐	1028
shoushidian	抵	di	手+氏+丶	1028
shoushi	抶	chi	手+失	1
caishi	抶	chi	才+失	1
shoufa	抸	jia	手+乏	1
caifa	抸	jia	才+乏	1
shoumo	抹	mo	手+末	1094
caimo	抹	mo	才+末	1094
shoushen	抻	chen	手+申	72
caishen	抻	chen	才+申	72
shoujia	押	ya	手+甲	2635
caijia	押	ya	才+甲	2635
shouyou	抽	chou	手+由	4805
caiyou	抽	chou	才+由	4805
shouqu	抾	qu	手+去	1
caiqu	抾	qu	才+去	1
shoumin	抿	min	手+民	142
caimin	抿	min	才+民	142
shouzhu	拄	zhu	手+主	61
caizhu	拄	zhu	才+主	61
shouchi	拆	chai	手+斥	2529
caichi	拆	chai	才+斥	2529
shoumu	拇	mu	手+母	53
caimu	拇	mu	才+母	53
shouzhan	拈	nian	手+占	135
caizhan	拈	nian	才+占	135
shouli	拉	la	手+立	25270
caili	拉	la	才+立	25270
shoufu	拊	fu	手+付	20
caifu	拊	fu	才+付	20
shouyoulipao	抛	pao	手+尢+力+拋	3004
caiyoulipao	抛	pao	才+尢+力+拋	3004
shouban	拌	ban	手+半	647
shoubai	拍	pai	手+白	18299
caibai	拍	pai	才+白	18299
shouling	拎	lin	手+令	505
cailing	拎	lin	才+令	505
nushou	拏	na	奴+手	6
shoukoudao	拐	guai	手+口+刀	873
caikoudao	拐	guai	才+口+刀	873
shouling	拐	guai	手+另	873
shougan	拑	qian	手+甘	3
caigan	拑	qian	才+甘	3
shouju	拒	ju	手+巨	781
caiju	拒	ju	才+巨	781
shoushi	拓	tuo	手+石	748
caishi	拓	tuo	才+石	748
shouba	拔	ba	手+犮	1815
caiba	拔	ba	才+犮	1815
shoupieyiye	拖	tuo	手+丿+一+也	3653
caipieyiye	拖	tuo	才+丿+一+也	3653
shouyou	拗	ao	手+幼	104
caiyou	拗	ao	才+幼	104
shouju	拘	ju	手+句	133
caiju	拘	ju	才+句	133
shouchu	拙	zhuo	手+出	235
caichu	拙	zhuo	才+出	235
shouzhao	招	zhao	手+召	6258
caizhao	招	zhao	才+召	6258
shoushou	拜	bai	手+手	2033
shouchu	拠	ju	手+処	9
caichu	拠	ju	才+処	9
shouguang	扩	kuo	手+广	659
caiguang	扩	kuo	才+广	659
shougen	拫	hen	手+艮	2
caigen	拫	hen	才+艮	2
shoushe	括	kuo	手+舌	194
caishe	括	kuo	才+舌	194
shoushi	拭	shi	手+式	165
caishi	拭	shi	才+式	165
shouji	拮	jie	手+吉	13
caiji	拮	jie	才+吉	13
shoucheng	拯	zheng	手+丞	49
caicheng	拯	zheng	才+丞	49
shouren	拰	nin	手+任	10
cairen	拰	nin	才+任	10
shougong	拱	gong	手+共	496
caigong	拱	gong	才+共	496
gongshou	拲	gong	共+手	3
shouquan	拴	shuan	手+全	291
caiquan	拴	shuan	才+全	291
shoucun	拵	zun	手+存	4
caicun	拵	zun	才+存	4
shouchuanxi	拶	za	手+巛+夕	15
caichuanxi	拶	za	才+巛+夕	15
shoukao	拷	kao	手+考	946
caikao	拷	kao	才+考	946
shouduo	拸	yi	手+多	8
caiduo	拸	yi	才+多	8
shouxie	拹	xie	手+劦	14
caixie	拹	xie	才+劦	14
shouci	拺	se	手+朿	22
caici	拺	se	才+朿	22
shouhui	拻	hui	手+灰	40
caihui	拻	hui	才+灰	40
shoubing	拼	pin	手+并	2300
caibing	拼	pin	才+并	2300
shouye	拽	zhuai	手+曳	1139
caiye	拽	zhuai	才+曳	1139
shouhe	拾	shi	手+合	706
caihe	拾	shi	才+合	706
heshou	拿	na	合+手	38603
shouchangshi	挀	bai	手+厂+氏	63
caichangshi	挀	bai	才+厂+氏	63
shousi	持	chi	手+寺	3792
caisi	持	chi	才+寺	3792
shouzhi	挃	zhi	手+至	17
caizhi	挃	zhi	才+至	17
shouzhi	指	zhi	手+旨	8783
caizhi	指	zhi	才+旨	8783
fengdaoshou	挈	qie	丰+刀+手	19
shouan	按	an	手+安	25812
caian	按	an	才+安	25812
shouchen	挋	zhen	手+臣	2
caichen	挋	zhen	才+臣	2
shouge	挌	he	手+各	3
caige	挌	he	才+各	3
shoujiao	挍	jiao	手+交	2
caijiao	挍	jiao	才+交	2
shoukua	挎	kua	手+夸	119
caikua	挎	kua	才+夸	119
shoutong	挏	dong	手+同	1
caitong	挏	dong	才+同	1
rushou	挐	ru	如+手	1
shouzhao	挑	tiao	手+兆	4515
caizhao	挑	tiao	才+兆	4515
shouzhai	挓	zha	手+宅	3
caizhai	挓	zha	才+宅	3
shouyi	挔	lu	手+衣	1
caiyi	挔	lu	才+衣	1
shouer	挕	she	手+耳	1
caier	挕	she	才+耳	1
shouya	挖	wa	手+穵	4566
caiya	挖	wa	才+穵	4566
shouxueyi	挖	wa	手+穴+乙	4566
shouyi	挨	ai	手+矣	1128
caiyi	挨	ai	才+矣	1128
shouna	挪	nuo	手+那	688
caina	挪	nuo	才+那	688
shouzuo	挫	cuo	手+坐	401
caizuo	挫	cuo	才+坐	401
shoubei	挬	bo	手+孛	0
caibei	挬	bo	才+孛	0
shougeng	挭	geng	手+更	2
caigeng	挭	geng	才+更	2
shouchen	振	zhen	手+辰	1517
caichen	振	zhen	才+辰	1517
shashou	挲	suo	沙+手	7
shoumei	挴	mei	手+每	1
caimei	挴	mei	才+每	1
shouju	挶	ju	手+局	3
caiju	挶	ju	才+局	3
shouyi	挹	yi	手+邑	35
caiyi	挹	yi	才+邑	35
shouting	挺	ting	手+廷	20754
caiting	挺	ting	才+廷	20754
shouyan	挻	yan	手+延	16
caiyan	挻	yan	才+延	16
shoutuo	挼	sui	手+妥	13
caituo	挼	sui	才+妥	13
shoumian	挽	wan	手+免	317
caimian	挽	wan	才+免	317
shoujia	挟	xie	手+夹	208
caijia	挟	xie	才+夹	208
shoupang	捀	feng	手+夆	0
caipang	捀	feng	才+夆	0
shougao	捁	ku	手+告	1
caigao	捁	ku	才+告	1
shoujun	捃	jun	手+君	16
caijun	捃	jun	才+君	16
shouqiu	捄	qiu	手+求	3
caiqiu	捄	qiu	才+求	3
shouyong	捅	tong	手+甬	600
caiyong	捅	tong	才+甬	600
shoukun	捆	kun	手+困	378
caikun	捆	kun	才+困	378
shouchi	捇	huo	手+赤	5
caichi	捇	huo	才+赤	5
shouyu	捈	tu	手+余	2
caiyu	捈	tu	才+余	2
shouzu	捉	zhuo	手+足	866
caizu	捉	zhuo	才+足	866
shoufu	捊	pou	手+孚	1
caifu	捊	pou	才+孚	1
shouzhuacun	捋	lv	手+爪+寸	168
shoubie	捌	ba	手+別	176
caibie	捌	ba	才+別	176
shouhan	捍	han	手+旱	82
caihan	捍	han	才+旱	82
shouxiao	捎	shao	手+肖	201
caixiao	捎	shao	才+肖	201
shouyuan	捐	juan	手+肙	1293
caiyuan	捐	juan	才+肙	1293
shoukouyue	捐	juan	手+口+月	1293
shoujiao	捔	zhuo	手+角	1
caijiao	捔	zhuo	才+角	1
shoufu	捕	bu	手+甫	420
caifu	捕	bu	才+甫	420
shouwan	捖	wan	手+完	0
caiwan	捖	wan	才+完	0
shoubu	捗	zhi	手+步	1
caibu	捗	zhi	才+步	1
shouqun	捘	zun	手+夋	0
caiqun	捘	zun	才+夋	0
shouli	捚	zhai	手+里	1
caili	捚	zhai	才+里	1
shousou	捜	sou	手+叟	3
caisou	捜	sou	才+叟	3
shouwan	捥	wan	手+宛	1
caiwan	捥	wan	才+宛	1
shoufeng	捧	peng	手+奉	1354
caifeng	捧	peng	才+奉	1354
renshe	舍	she	人+舌	1452
shouli	捩	lie	手+戾	18
caili	捩	lie	才+戾	18
shouhuquan	捩	lie	手+戶+犬	18
shoumen	扪	men	手+门	45
shoubei	捭	bai	手+卑	12
caibei	捭	bai	才+卑	12
shouju	据	ju	手+居	13756
caiju	据	ju	才+居	13756
shoudao	捯	dao	手+到	4
caidao	捯	dao	才+到	4
shouguo	捰	wo	手+果	0
caiguo	捰	wo	才+果	0
shoujuan	捲	juan	手+卷	8
caijuan	捲	juan	才+卷	8
shoudian	捵	tian	手+典	1
caidian	捵	tian	才+典	1
shouchui	捶	chui	手+垂	237
caichui	捶	chui	才+垂	237
shouqie	捷	jie	手+疌	851
caiqie	捷	jie	才+疌	851
shouli	捸	tu	手+隶	1
caili	捸	tu	才+隶	1
shounai	捺	na	手+奈	85
cainai	捺	na	才+奈	85
shounian	捻	nian	手+念	308
cainian	捻	nian	才+念	308
shouwei	捼	wo	手+委	1
caiwei	捼	wo	才+委	1
shouzu	捽	zuo	手+卒	5
caizu	捽	zuo	才+卒	5
shouqi	捿	qi	手+妻	1
caiqi	捿	qi	才+妻	1
shouxin	掀	xian	手+欣	372
caixin	掀	xian	才+欣	372
shoudian	掂	dian	手+店	379
caidian	掂	dian	才+店	379
shouxue	扫	sao	手+彐	2033
caixue	扫	sao	才+彐	2033
shoulun	抡	lun	手+仑	133
cailun	抡	lun	才+仑	133
shouqing	掅	qing	手+青	1
caiqing	掅	qing	才+青	1
shoushou	授	shou	手+受	506
caishou	授	shou	才+受	506
shouzhuo	掉	diao	手+卓	20677
caizhuo	掉	diao	才+卓	20677
shangkoushou	掌	zhang	尚+口+手	1063
shoukun	掍	hun	手+昆	6
caikun	掍	hun	才+昆	6
shouqi	掎	ji	手+奇	11
caiqi	掎	ji	才+奇	11
shoutao	掏	tao	手+匋	921
caitao	掏	tao	才+匋	921
shouqi	掑	qi	手+其	24
caiqi	掑	qi	才+其	24
shoufei	排	pai	手+非	5969
caifei	排	pai	才+非	5969
shouye	掖	ye	手+夜	80
caiye	掖	ye	才+夜	80
shouqu	掘	jue	手+屈	402
caiqu	掘	jue	才+屈	402
shouzheng	挣	zheng	手+争	2794
caizheng	挣	zheng	才+争	2794
shougui	挂	gua	手+圭	12144
caigui	挂	gua	才+圭	12144
shouer	掜	yi	手+兒	1
caier	掜	yi	才+兒	1
shouhuo	掝	xu	手+或	2
caihuo	掝	xu	才+或	2
shouyan	掞	shan	手+炎	4
caiyan	掞	shan	才+炎	4
shouding	掟	ding	手+定	5
caiding	掟	ding	才+定	5
shoujing	掠	lue	手+京	271
caijing	掠	lue	才+京	271
zhuamu	采	cai	爪+木	2263
zhishou	掣	che	制+手	61
shoupeng	掤	bing	手+朋	6
caipeng	掤	bing	才+朋	6
shouqie	接	jie	手+妾	17760
caiqie	接	jie	才+妾	17760
shoukong	控	kong	手+空	1542
caikong	控	kong	才+空	1542
shouzhui	推	tui	手+隹	5296
caizhui	推	tui	才+隹	5296
shouyan	掩	yan	手+奄	358
caiyan	掩	yan	才+奄	358
shouxi	措	cuo	手+昔	545
caixi	措	cuo	才+昔	545
shouqu	掫	zou	手+取	1
caiqu	掫	zou	才+取	1
shouju	掬	ju	手+匊	88
caiju	掬	ju	才+匊	88
shoubaomi	掬	ju	手+勹+米	88
shoutian	掭	tian	手+忝	14
caitian	掭	tian	才+忝	14
shoujian	掮	qian	手+肩	7
caijian	掮	qian	才+肩	7
shouken	掯	ken	手+肯	1
caiken	掯	ken	才+肯	1
shoufenshou	掰	bai	手+分+手	381
shoushoushou	掱	pa	手+手+手	13
shouribaobi	掲	jie	手+日+勹+匕	5
cairibaobi	掲	jie	才+日+勹+匕	5
shouyouchong	掻	sao	手+又+虫	1
caiyouchong	掻	sao	才+又+虫	1
shoubing	掽	peng	手+並	0
caibing	掽	peng	才+並	0
shoutuan	掾	yuan	手+彖	18
caituan	掾	yuan	才+彖	18
shoudongyi	拣	jian	手+东+一	611
caidongyi	拣	jian	才+东+一	611
shouqiu	揂	you	手+酋	0
caiqiu	揂	you	才+酋	0
shouqian	揃	qian	手+前	1
caiqian	揃	qian	才+前	1
shoushu	揄	yu	手+俞	7
caishu	揄	yu	才+俞	7
yanshou	揅	yan	研+手	1
shougui	揆	kui	手+癸	46
caigui	揆	kui	才+癸	46
shounan	揇	nan	手+南	0
cainan	揇	nan	才+南	0
shouhong	揈	xuan	手+訇	1
caihong	揈	xuan	才+訇	1
shourou	揉	rou	手+柔	902
cairou	揉	rou	才+柔	902
shouwei	揋	wei	手+畏	0
caiwei	揋	wei	才+畏	0
shousi	揌	sai	手+思	0
caisi	揌	sai	才+思	0
shouzou	揍	zou	手+奏	786
caizou	揍	zou	才+奏	786
shouxuan	揎	xuan	手+宣	6
caixuan	揎	xuan	才+宣	6
shoumiao	描	miao	手+苗	310
caimiao	描	miao	才+苗	310
shoushi	提	ti	手+是	8578
caishi	提	ti	才+是	8578
shoucha	插	cha	手+臿	3811
caicha	插	cha	才+臿	3811
shouqianjiu	插	cha	手+千+臼	3811
shoushi	揓	shi	手+施	0
caishi	揓	shi	才+施	0
shoushen	揕	zhen	手+甚	1
caishen	揕	zhen	才+甚	1
shouqi	揖	yi	手+咠	81
caiqi	揖	yi	才+咠	81
shoukouer	揖	yi	手+口+耳	81
shoudun	揗	xun	手+盾	1
caidun	揗	xun	才+盾	1
shouhuang	揘	yong	手+皇	1
caihuang	揘	yong	才+皇	1
shoubian	揙	bian	手+扁	1
caibian	揙	bian	才+扁	1
shougongpiepie	扬	yang	手+弓+丿+丿	1930
caigongpiepie	扬	yang	才+弓+丿+丿	1930
shouhuan	换	huan	手+奂	32585
caihuan	换	huan	才+奂	32585
shouyan	揜	yan	手+弇	3
caiyan	揜	yan	才+弇	3
shouzan	揝	zuan	手+昝	1
caizan	揝	zuan	才+昝	1
shouyin	揞	an	手+音	2
caiyin	揞	an	才+音	2
shouxu	揟	xu	手+胥	0
caixu	揟	xu	才+胥	0
shouyan	揠	ya	手+匽	4
caiyan	揠	ya	才+匽	4
shouwu	握	wo	手+屋	1081
caiwu	握	wo	才+屋	1081
shouzhuan	揣	chuai	手+耑	270
caizhuan	揣	chuai	才+耑	270
shouji	揤	ji	手+即	1
caiji	揤	ji	才+即	1
shoudi	揥	ti	手+帝	1
caidi	揥	ti	才+帝	1
lashou	揧	la	剌+手	0
shouting	揨	chen	手+亭	0
caiting	揨	chen	才+亭	0
shoujie	揩	kai	手+皆	106
caijie	揩	kai	才+皆	106
shouqiu	揪	jiu	手+秋	543
caiqiu	揪	jiu	才+秋	543
qiushou	揫	jiu	秋+手	1
shouhe	揭	jie	手+曷	796
caihe	揭	jie	才+曷	796
shoujun	挥	hui	手+军	710
caijun	挥	hui	才+军	710
shouzhong	揰	dong	手+重	1
caizhong	揰	dong	才+重	1
xiaoshou	揱	xiao	削+手	0
shouqi	揳	xie	手+契	2
caiqi	揳	xie	才+契	2
shouyuan	援	yuan	手+爰	373
caiyuan	援	yuan	才+爰	373
shoujian	揵	qian	手+建	3
caijian	揵	qian	才+建	3
shouye	揶	ye	手+耶	32
caiye	揶	ye	才+耶	32
shouqianjiu	揷	zha	手+千+臼	2
caiqianjiu	揷	zha	才+千+臼	2
shoucha	揸	zha	手+查	40
caicha	揸	zha	才+查	40
beirou	背	bei	北+肉	5608
beiyue	背	bei	北+月	5608
shouzhuaji	揺	yao	手+爪+击	2
shougou	搆	gou	手+冓	2
caigou	搆	gou	才+冓	2
shouchu	搊	zou	手+芻	1
caichu	搊	zou	才+芻	1
shousi	搋	chuai	手+虒	3
caisi	搋	chuai	才+虒	3
shouzhan	搌	zhan	手+展	3
caizhan	搌	zhan	才+展	3
shouyuan	损	sun	手+员	1081
caiyuan	损	sun	才+员	1081
shoupo	搏	bo	手+尃	455
caipo	搏	bo	才+尃	455
shoufucun	搏	bo	手+甫+寸	455
shouchu	搐	chu	手+畜	9
caichu	搐	chu	才+畜	9
shoupang	搒	bang	手+旁	1
caipang	搒	bang	才+旁	1
shoucha	搓	cuo	手+差	724
caicha	搓	cuo	才+差	724
shouzao	搔	sao	手+蚤	141
caizao	搔	sao	才+蚤	141
shouhe	搕	ke	手+盍	1
caihe	搕	ke	才+盍	1
shouzhuafou	摇	yao	手+爪+缶	1097
shoudao	捣	dao	手+岛	414
caidao	捣	dao	才+岛	414
shouqi	搘	zhi	手+耆	1
caiqi	搘	zhi	才+耆	1
shouxie	搚	xie	手+脅	0
caixie	搚	xie	才+脅	0
shoujian	搛	jian	手+兼	8
caijian	搛	jian	才+兼	8
shousou	搜	sou	手+叟	2944
caisou	搜	sou	才+叟	2944
shougao	搞	gao	手+高	39924
caigao	搞	gao	才+高	39924
shoushuo	搠	shuo	手+朔	10
caishuo	搠	shuo	才+朔	10
shousang	搡	sang	手+桑	29
caisang	搡	sang	才+桑	29
shouyi	搤	yi	手+益	1
caiyi	搤	yi	才+益	1
shouruo	搦	nuo	手+弱	5
cairuo	搦	nuo	才+弱	5
shoushan	搧	shan	手+扇	19
caishan	搧	shan	才+扇	19
shouriyu	搨	ta	手+日+羽	2
cairiyu	搨	ta	才+日+羽	2
shoutang	搪	tang	手+唐	31
caitang	搪	tang	才+唐	31
banshou	搫	po	般+手	10
shouban	搬	ban	手+般	3708
caiban	搬	ban	才+般	3708
shouta	搭	da	手+荅	2238
caita	搭	da	才+荅	2238
shouli	搮	li	手+栗	1
caili	搮	li	才+栗	1
shouyao	搯	tao	手+舀	2
caiyao	搯	tao	才+舀	2
shougu	搰	ku	手+骨	2
caigu	搰	ku	才+骨	2
shouhai	搳	hua	手+害	2
caihai	搳	hua	才+害	2
baojingdashou	搴	qian	宀+井+大+手	27
shoucang	抢	qiang	手+仓	7639
caicang	抢	qiang	才+仓	7639
shouzhen	搷	tian	手+真	4
caizhen	搷	tian	才+真	4
shouli	搹	e	手+鬲	5
caili	搹	e	才+鬲	5
shoucha	搽	cha	手+茶	262
caicha	搽	cha	才+茶	262
shouzhai	搾	zha	手+窄	14
caizhai	搾	zha	才+窄	14
shouheshou	搿	ge	手+合+手	5
shouwu	捂	wu	手+吾	590
caiwu	捂	wu	才+吾	590
shouen	摁	en	手+恩	319
caien	摁	en	才+恩	319
shounie	摄	she	手+聂	1406
shousu	摍	suo	手+宿	2
caisu	摍	suo	才+宿	2
shoulu	摎	liao	手+翏	2
cailu	摎	liao	才+翏	2
shoucong	摐	chuang	手+從	4
caicong	摐	chuang	才+從	4
shouguo	掴	guo	手+国	73
caiguo	掴	guo	才+国	73
